type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/objectid,properties/featureid,properties/TextString,properties/nombalfa,properties/alias,properties/zona,properties/tipovia,properties/om,properties/descripcion
Feature,ubicacionvias2.1273,Point,-68.16164825,-16.46113719,geom,918,5791,Ambana,Ambana,Ambana,Alto Pura Pura,c.,548/2009,c. Ambana (Alto Pura Pura)
Feature,ubicacionvias2.1274,Point,-68.15695513,-16.46227793,geom,2979,5793,C. 10,10,10,Alto Pura Pura,c., ,c. 10 (Alto Pura Pura)
Feature,ubicacionvias2.1275,Point,-68.16276949,-16.46132196,geom,8589,5796,"Saavedra, B.","Saavedra, Bautista",Bautista Saavedra,Alto Pura Pura,c.,548/2009,c. Bautista Saavedra (Alto Pura Pura)
Feature,ubicacionvias2.1276,Point,-68.12482321,-16.47545313,geom,8223,5815,"Aparicio, Casimiro","Aparicio, Casimiro",Casimiro Aparicio,Las Delicias,pje., ,pje. Casimiro Aparicio (Las Delicias)
Feature,ubicacionvias2.1277,Point,-68.12354102,-16.47601973,geom,1148,5817,Teoponte,Teoponte,Teoponte,Las Delicias,c.,054/2004,c. Teoponte (Las Delicias)
Feature,ubicacionvias2.1278,Point,-68.12201584,-16.47236828,geom,1462,5820,Consata,Consata,Consata,Las Delicias,c., ,c. Consata (Las Delicias)
Feature,ubicacionvias2.1279,Point,-68.12958989,-16.4746456,geom,2282,5829,C. 8,8,8,Santa Rosa de Tiji,c., ,c. 8 (Santa Rosa de Tiji)
Feature,ubicacionvias2.1280,Point,-68.12856499,-16.4724801,geom,2800,5849,C. B,B,B,Alto Las Delicias,c., ,c. B (Alto Las Delicias)
Feature,ubicacionvias2.1281,Point,-68.1277692,-16.47191196,geom,3953,5851,C. D,D,D,Alto Las Delicias,c., ,c. D (Alto Las Delicias)
Feature,ubicacionvias2.1282,Point,-68.12616848,-16.47213892,geom,2573,5869,"Lacaya, Santiago de","Lacaya, Santiago de",Santiago de Lacaya,Alto Las Delicias,c., ,c. Santiago de Lacaya (Alto Las Delicias)
Feature,ubicacionvias2.1283,Point,-68.13059485,-16.47448826,geom,7330,5871,C. 14,14,14,Santa Rosa de Tiji,c., ,c. 14 (Santa Rosa de Tiji)
Feature,ubicacionvias2.1284,Point,-68.12660879,-16.47334712,geom,2185,5874,C. F,F,F,Alto Las Delicias,c., ,c. F (Alto Las Delicias)
Feature,ubicacionvias2.1285,Point,-68.12817498,-16.47266947,geom,3024,5875,C. C,C,C,Alto Las Delicias,c., ,c. C (Alto Las Delicias)
Feature,ubicacionvias2.1286,Point,-68.12892201,-16.47230505,geom,2959,5889,C. I,I,I,Alto Las Delicias,c., ,c. I (Alto Las Delicias)
Feature,ubicacionvias2.1287,Point,-68.12383564,-16.46896254,geom,7450,5895,C. B,B,B,Rosasani,c., ,c. B (Rosasani)
Feature,ubicacionvias2.1290,Point,-68.12702146,-16.46981274,geom,3173,5941,C. 9,9,9,Rosasani,c., ,c. 9 (Rosasani)
Feature,ubicacionvias2.1291,Point,-68.12591222,-16.46913759,geom,7933,5942,"Velásquez, Gastón","Velásquez, Gastón",Gastón Velasquez,Rosasani,c., ,c. Gastón Velasquez (Rosasani)
Feature,ubicacionvias2.1292,Point,-68.1461694,-16.46921297,geom,304,5948,Kamirpata,Kamirpata,Kamirpata,Kamirpata,c., ,c. Kamirpata (Kamirpata)
Feature,ubicacionvias2.1293,Point,-68.12353122,-16.46786248,geom,692,5953,g. 7,7,7,Rosasani,gradería, ,gradería 7 (Rosasani)
Feature,ubicacionvias2.1294,Point,-68.11371413,-16.47463451,geom,2555,5993,g. 2,2,2,Huaychani,gradería, ,gradería 2 (Huaychani)
Feature,ubicacionvias2.1295,Point,-68.11625953,-16.47485828,geom,8852,6003,C. 20,20,20,Villa Fátima,c., ,c. 20 (Villa Fátima)
Feature,ubicacionvias2.1296,Point,-68.11998031,-16.475047,geom,394,6007,Suapi,Suapi,Suapi,Villa Fátima,c., ,c. Suapi (Villa Fátima)
Feature,ubicacionvias2.1297,Point,-68.11992163,-16.47443267,geom,821,6009,Guanay,Guanay,Guanay,Villa Fátima,c., ,c. Guanay (Villa Fátima)
Feature,ubicacionvias2.1298,Point,-68.11884156,-16.47438203,geom,8861,6011,Caranavi,Caranavi,Caranavi,La Merced,c., ,c. Caranavi (La Merced)
Feature,ubicacionvias2.1299,Point,-68.11575377,-16.47682229,geom,3476,6012,Costanera,Costanera,Costanera,Villa Fátima,av., ,av. Costanera (Villa Fátima)
Feature,ubicacionvias2.1300,Point,-68.11918357,-16.47495611,geom,828,6013,Chulumani,Chulumani,Chulumani,Villa Fátima,c.,054/2004,c. Chulumani (Villa Fátima)
Feature,ubicacionvias2.1301,Point,-68.12132664,-16.4721991,geom,3901,6031,Monje,Monje,Monje,Las Delicias,cj., ,cj. Monje (Las Delicias)
Feature,ubicacionvias2.1302,Point,-68.12104976,-16.47463349,geom,1984,6043,"Rojas, A.","Rojas, A.",A. Rojas,Villa Fátima,c., ,c. A. Rojas (Villa Fátima)
Feature,ubicacionvias2.1303,Point,-68.1209898,-16.47172763,geom,2661,6047,Aroma,Aroma,Aroma,Las Delicias,c., ,c. Aroma (Las Delicias)
Feature,ubicacionvias2.1304,Point,-68.11588481,-16.47509926,geom,1519,6052,"Pérez de Urdininea, José María","Pérez de Urdininea, José María",José María Pérez de Urdininea,Villa Fátima,c., ,c. José María Pérez de Urdininea (Villa Fátima)
Feature,ubicacionvias2.1305,Point,-68.11388396,-16.47538639,geom,2850,6054,19 de Marzo,19 de Marzo,19 de Marzo,Huaychani,c., ,c. 19 de Marzo (Huaychani)
Feature,ubicacionvias2.1306,Point,-68.1119465,-16.47189652,geom,7915,6056,Santa María,Santa María,Santa María,Huaychani,c., ,c. Santa María (Huaychani)
Feature,ubicacionvias2.1307,Point,-68.11420875,-16.47180216,geom,3883,6059,C. 2,2,2,Villa El Carmen,c., ,c. 2 (Villa El Carmen)
Feature,ubicacionvias2.1308,Point,-68.11274491,-16.47174697,geom,1846,6066,"Mendoza, Esteban","Mendoza, Esteban",Esteban Mendoza,Huaychani,c., ,c. Esteban Mendoza (Huaychani)
Feature,ubicacionvias2.1309,Point,-68.11766952,-16.47122741,geom,668,6081,Villa Aspiazu,Villa Aspiazu,Villa Aspiazu,La Merced,c., ,c. Villa Aspiazu (La Merced)
Feature,ubicacionvias2.1310,Point,-68.11906345,-16.47233717,geom,766,6086,Santa Ana del Chivoy,Santa Ana del Chivoy,Santa Ana del Chivoy,La Merced,pje., ,pje. Santa Ana del Chivoy (La Merced)
Feature,ubicacionvias2.1311,Point,-68.11670311,-16.4703474,geom,1235,6093,Cajuata,Cajuata,Cajuata,La Merced,c., ,c. Cajuata (La Merced)
Feature,ubicacionvias2.1312,Point,-68.1163477,-16.47050158,geom,8026,6094,Lambate,Lambate,Lambate,La Merced,c., ,c. Lambate (La Merced)
Feature,ubicacionvias2.1313,Point,-68.12258278,-16.4681923,geom,7487,6099,g. 4,4,4,Rosasani,gradería, ,gradería 4 (Rosasani)
Feature,ubicacionvias2.1314,Point,-68.12216969,-16.4680137,geom,3547,6104,Pj. 4,4,4,Rosasani,pje., ,pje. 4 (Rosasani)
Feature,ubicacionvias2.1315,Point,-68.12180896,-16.47080194,geom,3336,6114,Gutiérrez,Gutiérrez,Gutiérrez,Las Delicias,c., ,c. Gutiérrez (Las Delicias)
Feature,ubicacionvias2.1316,Point,-68.12304882,-16.4722433,geom,583,6119,"Taca, Segunda","Taca, Segunda",Segunda Taca,Las Delicias,c., ,c. Segunda Taca (Las Delicias)
Feature,ubicacionvias2.1317,Point,-68.1114777,-16.46835672,geom,3697,6133,23 de Marzo,23 de Marzo,23 de Marzo,Villa El Carmen,c., ,c. 23 de Marzo (Villa El Carmen)
Feature,ubicacionvias2.1318,Point,-68.12045347,-16.46318305,geom,2404,6153,C. C,C,C,Alto La Merced,c., ,c. C (Alto La Merced)
Feature,ubicacionvias2.1319,Point,-68.11515937,-16.46494479,geom,3257,6160,C. B,B,B,3 de Mayo,c., ,c. B (3 de Mayo)
Feature,ubicacionvias2.1320,Point,-68.10892548,-16.46335456,geom,2790,6161,C. 3,3,3,Villa El Carmen,c., ,c. 3 (Villa El Carmen)
Feature,ubicacionvias2.1321,Point,-68.11451858,-16.46581959,geom,8708,6163,"Quiroga Santa Cruz, Marcelo","Quiroga Santa Cruz, Marcelo",Marcelo Quiroga Santa Cruz,Villa El Carmen,c.,585/2012,c. Marcelo Quiroga Santa Cruz (Villa El Carmen)
Feature,ubicacionvias2.1322,Point,-68.10503231,-16.46646846,geom,2415,6168,C. 3,3,3,Kochapampa,c., ,c. 3 (Kochapampa)
Feature,ubicacionvias2.1323,Point,-68.10567698,-16.46641369,geom,8620,6198,C. 4,4,4,Kochapampa,c., ,c. 4 (Kochapampa)
Feature,ubicacionvias2.1324,Point,-68.11113977,-16.46459626,geom,8420,6208,C. 9,9,9,Villa El Carmen,c., ,c. 9 (Villa El Carmen)
Feature,ubicacionvias2.1325,Point,-68.11236908,-16.46673396,geom,3992,6216,C. 6,6,6,Villa El Carmen,c., ,c. 6 (Villa El Carmen)
Feature,ubicacionvias2.1326,Point,-68.11160924,-16.46600464,geom,2064,6217,C. 7,7,7,Villa El Carmen,c., ,c. 7 (Villa El Carmen)
Feature,ubicacionvias2.1327,Point,-68.11658266,-16.46715201,geom,8542,6220,C. 2,2,2,Villa El Carmen,c., ,c. 2 (Villa El Carmen)
Feature,ubicacionvias2.1328,Point,-68.10636267,-16.46644578,geom,8584,6225,15 de Agosto,15 de Agosto,15 de Agosto,Kochapampa,c., ,c. 15 de Agosto (Kochapampa)
Feature,ubicacionvias2.1329,Point,-68.119448,-16.4657569,geom,2871,6226,C. 1,1,1,Alto La Merced,c., ,c. 1 (Alto La Merced)
Feature,ubicacionvias2.1330,Point,-68.11702494,-16.466513,geom,3099,6228,C. 3,3,3,Villa El Carmen,c., ,c. 3 (Villa El Carmen)
Feature,ubicacionvias2.1331,Point,-68.10512687,-16.46595223,geom,7469,6231,C. B,B,B,Kochapampa,c., ,c. B (Kochapampa)
Feature,ubicacionvias2.1332,Point,-68.11869926,-16.46642991,geom,8549,6232,Pariguaya,Pariguaya,Pariguaya,La Merced,c., ,c. Pariguaya (La Merced)
Feature,ubicacionvias2.1333,Point,-68.11548753,-16.46631752,geom,2123,6234,C. 5,5,5,Villa El Carmen,c., ,c. 5 (Villa El Carmen)
Feature,ubicacionvias2.1334,Point,-68.11935613,-16.46444092,geom,2914,6245,C. B,B,B,Alto La Merced,c., ,c. B (Alto La Merced)
Feature,ubicacionvias2.1335,Point,-68.10470648,-16.46764519,geom,2120,6246,C. 5,5,5,Kochapampa,c., ,c. 5 (Kochapampa)
Feature,ubicacionvias2.1336,Point,-68.11107235,-16.4649825,geom,840,6251,"Pabón Cuevas, Rafael","Pabón Cuevas, Rafael",Rafael Pabón Cuevas,Villa El Carmen,c.,585/2012,c. Rafael Pabón Cuevas (Villa El Carmen)
Feature,ubicacionvias2.1520,Point,-68.12669189,-16.4823426,geom,2765,7343,C. 5,5,5,Santa Rosa,c., ,c. 5 (Santa Rosa)
Feature,ubicacionvias2.1337,Point,-68.10675306,-16.46697076,geom,8759,6258,6 de Agosto,6 de Agosto,6 de Agosto,Kochapampa,av., ,av. 6 de Agosto (Kochapampa)
Feature,ubicacionvias2.1338,Point,-68.1080625,-16.46726307,geom,8598,6259,16 de Julio,16 de Julio,16 de Julio,Kochapampa,cj., ,cj. 16 de Julio (Kochapampa)
Feature,ubicacionvias2.1339,Point,-68.11285243,-16.46779828,geom,3773,6261,Alto de la Alianza,Alto de la Alianza,Alto de la Alianza,Villa El Carmen,c.,310/2012,c. Alto de la Alianza (Villa El Carmen)
Feature,ubicacionvias2.1340,Point,-68.1178792,-16.46754575,geom,616,6262,Costanera La Merced,Costanera La Merced,Costanera La Merced,La Merced,av., ,av. Costanera La Merced (La Merced)
Feature,ubicacionvias2.1341,Point,-68.11183315,-16.46753604,geom,2849,6263,C. 5,5,5,Villa El Carmen,c., ,c. 5 (Villa El Carmen)
Feature,ubicacionvias2.1342,Point,-68.11560729,-16.46436189,geom,2447,6267,C. 1,1,1,3 de Mayo,c., ,c. 1 (3 de Mayo)
Feature,ubicacionvias2.1343,Point,-68.11432605,-16.46426667,geom,2152,6268,C. C,C,C,3 de Mayo,c., ,c. C (3 de Mayo)
Feature,ubicacionvias2.1344,Point,-68.11317502,-16.46656661,geom,2380,6277,Libertad,Libertad,Libertad,Villa El Carmen,c.,585/2012,c. Libertad (Villa El Carmen)
Feature,ubicacionvias2.1345,Point,-68.11664355,-16.46752763,geom,1775,6278,Raúl Salmón de la Barra,Raúl Salmón de la Barra,Raúl Salmón de la Barra,Villa El Carmen,c., ,c. Raúl Salmón de la Barra (Villa El Carmen)
Feature,ubicacionvias2.1346,Point,-68.10578141,-16.46585737,geom,2136,6283,C. A,A,A,Kochapampa,c., ,c. A (Kochapampa)
Feature,ubicacionvias2.1347,Point,-68.11954742,-16.46740384,geom,3729,6284,C. 6,6,6,Alto La Merced,c., ,c. 6 (Alto La Merced)
Feature,ubicacionvias2.1348,Point,-68.11676617,-16.46441017,geom,8268,6285,"Maldonado, E.","Maldonado, Eliseo",Eliseo Maldonado,Condorini,c., ,c. Eliseo Maldonado (Condorini)
Feature,ubicacionvias2.1349,Point,-68.11989304,-16.46662688,geom,3211,6291,C. 5,5,5,Alto La Merced,c., ,c. 5 (Alto La Merced)
Feature,ubicacionvias2.1350,Point,-68.11894237,-16.46182449,geom,856,6294,15 de Agosto,15 de Agosto,15 de Agosto,Condorini,c., ,c. 15 de Agosto (Condorini)
Feature,ubicacionvias2.1351,Point,-68.1092097,-16.46378067,geom,7561,6302,C. 2,2,2,Villa El Carmen,c., ,c. 2 (Villa El Carmen)
Feature,ubicacionvias2.1352,Point,-68.10720237,-16.46215124,geom,2286,6308,C. 2,2,2,Chuquiaguillo,c., ,c. 2 (Chuquiaguillo)
Feature,ubicacionvias2.1353,Point,-68.10342112,-16.4606429,geom,3307,6315,C. 6,6,6,Chuquiaguillo,c., ,c. 6 (Chuquiaguillo)
Feature,ubicacionvias2.1354,Point,-68.10511482,-16.46211311,geom,2081,6316,C. 4,4,4,Chuquiaguillo,c., ,c. 4 (Chuquiaguillo)
Feature,ubicacionvias2.1355,Point,-68.10643096,-16.46136603,geom,2445,6321,Florida,Florida,Florida,Chuquiaguillo,c., ,c. Florida (Chuquiaguillo)
Feature,ubicacionvias2.1356,Point,-68.1189415,-16.46485729,geom,3325,6326,C. A,A,A,Alto La Merced,c., ,c. A (Alto La Merced)
Feature,ubicacionvias2.1357,Point,-68.1038979,-16.46158871,geom,3416,6329,Mururata,Mururata,Mururata,Chuquiaguillo,c., ,c. Mururata (Chuquiaguillo)
Feature,ubicacionvias2.1358,Point,-68.10735378,-16.46095208,geom,825,6335,Rosas Pata,Rosas Pata,Rosas Pata,Chuquiaguillo,c., ,c. Rosas Pata (Chuquiaguillo)
Feature,ubicacionvias2.1359,Point,-68.10516232,-16.46299984,geom,1536,6337,"Valle, Juan del","Valle, Juan del",Juan del Valle,Chuquiaguillo,c., ,c. Juan del Valle (Chuquiaguillo)
Feature,ubicacionvias2.1360,Point,-68.10686745,-16.46407006,geom,3629,6341,C. 2,2,2,Chuquiaguillo,c., ,c. 2 (Chuquiaguillo)
Feature,ubicacionvias2.1361,Point,-68.12040751,-16.46380099,geom,3780,6352,C. D,D,D,Alto La Merced,c., ,c. D (Alto La Merced)
Feature,ubicacionvias2.1362,Point,-68.10688739,-16.46094037,geom,2142,6361,g. 3,3,3,Chuquiaguillo,gradería, ,gradería 3 (Chuquiaguillo)
Feature,ubicacionvias2.1363,Point,-68.10565851,-16.46070807,geom,735,6362,g. 4,4,4,Chuquiaguillo,gradería, ,gradería 4 (Chuquiaguillo)
Feature,ubicacionvias2.1364,Point,-68.16034877,-16.45982647,geom,8244,6384,"Corneta Mamani, Mariano","Corneta Mamani, Mariano",Mariano Corneta Mamani,Alto Pura Pura,c.,548/2009,c. Mariano Corneta Mamani (Alto Pura Pura)
Feature,ubicacionvias2.1365,Point,-68.1603425,-16.46076839,geom,2395,6388,Inquisivi,Inquisivi,Inquisivi,Alto Pura Pura,c.,548/2009,c. Inquisivi (Alto Pura Pura)
Feature,ubicacionvias2.1366,Point,-68.15773934,-16.46033206,geom,2923,6391,C. 15,15,15,Alto Pura Pura,c., ,c. 15 (Alto Pura Pura)
Feature,ubicacionvias2.1367,Point,-68.16264171,-16.45940164,geom,7864,6394,"Ballivián, A.","Ballivián, Adolfo",Adolfo Ballivián,Alto Pura Pura,pje.,548/2009,pje. Adolfo Ballivián (Alto Pura Pura)
Feature,ubicacionvias2.1368,Point,-68.16218029,-16.45947165,geom,7681,6396,"Choque, Hugo Roberto","Choque, Hugo Roberto",Hugo Roberto Choque,Alto Pura Pura,c.,548/2009,c. Hugo Roberto Choque (Alto Pura Pura)
Feature,ubicacionvias2.1369,Point,-68.1631782,-16.46029667,geom,3041,6398,Pacajes,Pacajes,Pacajes,Alto Pura Pura,c.,548/2009,c. Pacajes (Alto Pura Pura)
Feature,ubicacionvias2.1370,Point,-68.15783874,-16.45951115,geom,2782,6402,C. 17,17,17,Alto Pura Pura,c., ,c. 17 (Alto Pura Pura)
Feature,ubicacionvias2.1371,Point,-68.1602223,-16.45944293,geom,2891,6411,Laja,Laja,Laja,Alto Pura Pura,c.,548/2009,c. Laja (Alto Pura Pura)
Feature,ubicacionvias2.1372,Point,-68.14662633,-16.45934456,geom,8566,6414,Pj. 4,4,4,Plan Autopista,pje., ,pje. 4 (Plan Autopista)
Feature,ubicacionvias2.1373,Point,-68.14643769,-16.4579569,geom,8638,6418,C. 6,6,6,Plan Autopista,c., ,c. 6 (Plan Autopista)
Feature,ubicacionvias2.1374,Point,-68.14651514,-16.45831693,geom,7332,6423,Pj. 5,5,5,Plan Autopista,pje., ,pje. 5 (Plan Autopista)
Feature,ubicacionvias2.1375,Point,-68.14636758,-16.45870652,geom,2455,6425,C. 15,15,15,Plan Autopista,c., ,c. 15 (Plan Autopista)
Feature,ubicacionvias2.1376,Point,-68.16199308,-16.45853206,geom,8762,6428,Caquiaviri,Caquiaviri,Caquiaviri,Alto Pura Pura,c.,548/2009,c. Caquiaviri (Alto Pura Pura)
Feature,ubicacionvias2.1377,Point,-68.15575809,-16.45717278,geom,8557,6434,"Abaroa, Eduardo","Avaroa, Eduardo",Eduardo Avaroa,Alto Pura Pura,c., ,c. Eduardo Avaroa (Alto Pura Pura)
Feature,ubicacionvias2.1378,Point,-68.15593726,-16.45756234,geom,3273,6435,Atacama,Atacama,Atacama,Alto Pura Pura,c.,565/2007,c. Atacama (Alto Pura Pura)
Feature,ubicacionvias2.1379,Point,-68.16081575,-16.45896018,geom,831,6441,27 de Nov.,27 de Noviembre,27 de Noviembre,Alto Pura Pura,av.,548/2009,av. 27 de Noviembre (Alto Pura Pura)
Feature,ubicacionvias2.1380,Point,-68.15375535,-16.45593094,geom,3323,6453,C. 1,1,1,Alto Ciudadela,c., ,c. 1 (Alto Ciudadela)
Feature,ubicacionvias2.1381,Point,-68.15057398,-16.45158654,geom,8799,6456,Margarita,Margarita,Margarita,Caja Ferroviaria,c., ,c. Margarita (Caja Ferroviaria)
Feature,ubicacionvias2.1382,Point,-68.10594425,-16.46014517,geom,2274,6471,"Espinal Camps, Luis","Espinal Camps, Luis",Luis Espinal Camps,Chuquiaguillo,c., ,c. Luis Espinal Camps (Chuquiaguillo)
Feature,ubicacionvias2.1383,Point,-68.16391245,-16.49013989,geom,8126,6475,Matogrosso,Matogrosso,Matogrosso,La Portada,c.,171/2005,c. Matogrosso (La Portada)
Feature,ubicacionvias2.1384,Point,-68.15882552,-16.48602495,geom,1555,6478,Aurora,Aurora,Aurora,Munaypata,cj., ,cj. Aurora (Munaypata)
Feature,ubicacionvias2.1385,Point,-68.15402737,-16.49029307,geom,286,6480,Manuripi,Manuripi,Manuripi,Villa Victoria,c., ,c. Manuripi (Villa Victoria)
Feature,ubicacionvias2.1386,Point,-68.1705391,-16.49079151,geom,2606,6483,C. 7,7,7,Villa Antofagasta,c., ,c. 7 (Villa Antofagasta)
Feature,ubicacionvias2.1387,Point,-68.16908564,-16.49096569,geom,7587,6504,Qarwa Kunka,Qarwa Kunka,Qarwa Kunka,La Portada,c.,171/2005,c. Qarwa Kunka (La Portada)
Feature,ubicacionvias2.1388,Point,-68.15468573,-16.49066927,geom,1323,6522,Echenique,Echenique,Echenique,Villa Victoria,c., ,c. Echenique (Villa Victoria)
Feature,ubicacionvias2.1389,Point,-68.16905445,-16.49063547,geom,330,6527,Pj. 1,1,1,La Portada,pje., ,pje. 1 (La Portada)
Feature,ubicacionvias2.1390,Point,-68.16081879,-16.48938295,geom,3478,6534,Lourdes,Lourdes,Lourdes,Munaypata,c., ,c. Lourdes (Munaypata)
Feature,ubicacionvias2.1391,Point,-68.16212516,-16.48908789,geom,8732,6536,Italaque,Italaque,Italaque,Munaypata,c., ,c. Italaque (Munaypata)
Feature,ubicacionvias2.1392,Point,-68.16689313,-16.48911315,geom,1758,6537,Yapacani,Yapacani,Yapacani,La Portada,c.,171/2005,c. Yapacani (La Portada)
Feature,ubicacionvias2.1393,Point,-68.15639765,-16.48866526,geom,7346,6540,"Pinedo, René","Pinedo, René",René Pinedo,Munaypata,c., ,c. René Pinedo (Munaypata)
Feature,ubicacionvias2.1394,Point,-68.15124793,-16.48851086,geom,8676,6549,18 de Mayo,18 de Mayo,18 de Mayo,Pura Pura,c., ,c. 18 de Mayo (Pura Pura)
Feature,ubicacionvias2.1395,Point,-68.15981018,-16.4893341,geom,2806,6562,San Antonio,San Antonio,San Antonio,Munaypata,c., ,c. San Antonio (Munaypata)
Feature,ubicacionvias2.1396,Point,-68.16200822,-16.4897763,geom,933,6570,Bermejo,Bermejo,Bermejo,Munaypata,c., ,c. Bermejo (Munaypata)
Feature,ubicacionvias2.1397,Point,-68.1628939,-16.49000099,geom,1937,6576,Puerto Suárez,Puerto Suárez,Puerto Suárez,Munaypata,c., ,c. Puerto Suárez (Munaypata)
Feature,ubicacionvias2.1398,Point,-68.15727052,-16.48765918,geom,1686,6581,Río Calvario,Río Calvario,Río Calvario,Munaypata,c., ,c. Río Calvario (Munaypata)
Feature,ubicacionvias2.1399,Point,-68.16857855,-16.49396588,geom,3589,6587,Panorámica,Panorámica,Panorámica,Villa Antofagasta,av., ,av. Panorámica (Villa Antofagasta)
Feature,ubicacionvias2.1400,Point,-68.15792354,-16.4888398,geom,720,6591,Cristo Vencedor,Cristo Vencedor,Cristo Vencedor,Munaypata,c., ,c. Cristo Vencedor (Munaypata)
Feature,ubicacionvias2.1401,Point,-68.17023407,-16.48945028,geom,2519,6593,C. 14,14,14,Villa Antofagasta,c., ,c. 14 (Villa Antofagasta)
Feature,ubicacionvias2.1402,Point,-68.16931982,-16.49025355,geom,8370,6594,Libertad,Libertad,Libertad,La Portada,c.,171/2005,c. Libertad (La Portada)
Feature,ubicacionvias2.1403,Point,-68.16889439,-16.489208,geom,2058,6596,C. 5,5,5,La Portada,c., ,c. 5 (La Portada)
Feature,ubicacionvias2.1404,Point,-68.15868205,-16.48877414,geom,8394,6608,Arapata,Arapata,Arapata,Munaypata,c., ,c. Arapata (Munaypata)
Feature,ubicacionvias2.1405,Point,-68.16826096,-16.48812515,geom,3326,6609,C. 4,4,4,La Portada,c., ,c. 4 (La Portada)
Feature,ubicacionvias2.1406,Point,-68.16744295,-16.48765468,geom,7309,6617,C. 3,3,3,La Portada,c., ,c. 3 (La Portada)
Feature,ubicacionvias2.1407,Point,-68.16320239,-16.48788124,geom,1888,6632,Valle Grande,Valle Grande,Valle Grande,Munaypata,c., ,c. Valle Grande (Munaypata)
Feature,ubicacionvias2.1408,Point,-68.16347723,-16.48865063,geom,1210,6633,Pocona,Pocona,Pocona,Munaypata,c., ,c. Pocona (Munaypata)
Feature,ubicacionvias2.1409,Point,-68.15505277,-16.48882802,geom,729,6635,Collana,Collana,Collana,Munaypata,c., ,c. Collana (Munaypata)
Feature,ubicacionvias2.1410,Point,-68.16986618,-16.48914225,geom,7353,6639,C. 16,16,16,Villa Antofagasta,c., ,c. 16 (Villa Antofagasta)
Feature,ubicacionvias2.1411,Point,-68.16200585,-16.48793637,geom,2562,6640,San José,San José,San José,Munaypata,av., ,av. San José (Munaypata)
Feature,ubicacionvias2.1412,Point,-68.15796217,-16.48960562,geom,11208,6640,San José,San José,San José,Munaypata,av., ,av. San José (Munaypata)
Feature,ubicacionvias2.1413,Point,-68.16275725,-16.48865411,geom,1512,6642,Puerto Pérez,Puerto Pérez,Puerto Pérez,Munaypata,c., ,c. Puerto Pérez (Munaypata)
Feature,ubicacionvias2.1414,Point,-68.16735614,-16.48716239,geom,3898,6648,Libertad,Libertad,Libertad,La Portada,c.,171/2005,c. Libertad (La Portada)
Feature,ubicacionvias2.1415,Point,-68.14978223,-16.48833757,geom,1534,6656,"Córdoba, Jorge","Córdoba, Jorge",Jorge Córdoba,Pura Pura,c., ,c. Jorge Córdoba (Pura Pura)
Feature,ubicacionvias2.1416,Point,-68.16971942,-16.48720286,geom,1224,6675,Contisuyu,Contisuyu,Contisuyu,Villa Antofagasta,c.,461/2013,c. Contisuyu (Villa Antofagasta)
Feature,ubicacionvias2.1417,Point,-68.15651502,-16.486377,geom,1695,6679,Calasasaya,Calasasaya,Calasasaya,Munaypata,c., ,c. Calasasaya (Munaypata)
Feature,ubicacionvias2.1418,Point,-68.16766001,-16.4858549,geom,1826,6697,Gradas Luribay,Gradas Luribay,Gradas Luribay,Rincón La Portada,c.,198/2015,c. Gradas Luribay (Rincón La Portada)
Feature,ubicacionvias2.1419,Point,-68.16686828,-16.4854172,geom,2022,6699,Bicentenario,Bicentenario,Bicentenario (c. 1),Rincón La Portada,c.,198/2015,c. Bicentenario (c. 1) (Rincón La Portada)
Feature,ubicacionvias2.1420,Point,-68.16722376,-16.48472545,geom,3976,6702,Independencia,Independencia,Independencia (c. 2),Rincón La Portada,c.,198/2015,c. Independencia (c. 2) (Rincón La Portada)
Feature,ubicacionvias2.1421,Point,-68.15979929,-16.48590914,geom,3073,6706,Caranavi,Caranavi,Caranavi,Munaypata,c., ,c. Caranavi (Munaypata)
Feature,ubicacionvias2.1422,Point,-68.15899874,-16.48625163,geom,1682,6707,Achacachi,Achacachi,Achacachi,Munaypata,c., ,c. Achacachi (Munaypata)
Feature,ubicacionvias2.1423,Point,-68.16710932,-16.48366566,geom,3218,6710,Venezuela,Venezuela,Venezuela,Rincón La Portada,c., ,c. Venezuela (Rincón La Portada)
